GAME,BlackElo,BlackRatingDiff,Date,ECO,Event,Opening,White_Result,Black_Result,Result,Site,Termination,TimeControl,UTCTime,WhiteElo,WhiteRatingDiff,Black_elo_category,White_elo_category,starting_time,increment,Game_type,Total_moves,Black_blunders,White_blunders,Black_mistakes,White_mistakes,Black_inaccuracies,White_inaccuracies,Black_inferior_moves,White_inferior_moves,Black_ts_moves,White_ts_moves,Black_ts_blunders,White_ts_blunders,Black_ts_mistakes,White_ts_mistake,Black_long_moves,White_long_moves,Black_bad_long_moves,White_bad_long_moves,Game_flips,Game_flips_ts
37609,1370,1,2020.09.01,C55,Rated Blitz tournament https://lichess.org/tournament/7W4TdaBS,Italian Game: Anti-Fried Liver Defense,0,1,0-1,https://lichess.org/e5Hjk47l,Normal,180+2,0:31:48,973,-1,Low rating,Low rating,180,2,Blitz,40,4,5,1,0,3,4,8,9,0,3,0,3,0,0,3,3,1,1,8,3
37619,2056,0,2020.09.01,B50,Rated Blitz tournament https://lichess.org/tournament/24qBif2r,Sicilian Defense: Delayed Alapin,0,1,0-1,https://lichess.org/aWFe47kL,Normal,300+0,0:31:48,1561,0,High rating,Low rating,300,0,Blitz,50,0,0,0,3,3,1,3,4,0,0,0,0,0,0,0,0,0,0,1,0
37656,1197,-6,2020.09.01,C44,Rated Blitz game,Scotch Game,1,0,Jan-00,https://lichess.org/tBz8czFp,Normal,300+3,0:31:50,1193,33,Low rating,Low rating,300,3,Blitz,79,3,2,5,4,1,3,9,9,0,0,0,0,0,0,2,1,1,0,14,0
37663,1493,4,2020.09.01,C02,Rated Classical game,French Defense: Advance Variation,0,1,0-1,https://lichess.org/QaUg87gx,Normal,1800+0,0:31:50,1369,-4,Low rating,Low rating,1800,0,Classical,72,2,4,3,4,0,1,5,9,0,0,0,0,0,0,0,0,0,0,5,0
37690,2024,-6,2020.09.01,C18,Rated Blitz game,"French Defense: Winawer Variation, Advance Variation",1,0,Jan-00,https://lichess.org/6RIDvclK,Normal,180+0,0:31:52,2004,6,High rating,High rating,180,0,Blitz,81,3,1,5,5,5,8,13,14,0,11,0,0,0,2,0,2,0,2,15,1
37701,1954,-3,2020.09.01,A01,Rated UltraBullet game,Nimzo-Larsen Attack,1,0,Jan-00,https://lichess.org/vFqYBsHp,Time forfeit,15+0,0:31:52,2149,3,High rating,High rating,15,0,Bullet,83,4,3,2,2,1,0,7,5,4,0,2,0,0,0,1,0,0,0,9,1
37703,1937,6,2020.09.01,B51,Rated Blitz tournament https://lichess.org/tournament/OxRShNHO,Sicilian Defense: Canal-Sokolsky Attack,0,1,0-1,https://lichess.org/uoQlcIYG,Time forfeit,180+0,0:31:52,1983,-6,High rating,High rating,180,0,Blitz,100,4,4,3,4,2,2,9,10,5,16,2,2,0,0,1,0,1,0,10,4
37727,1442,23,2020.09.01,D00,Rated Rapid game,Queen's Pawn Game: Mason Attack,0,1,0-1,https://lichess.org/4QEaiVwv,Normal,900+10,0:31:54,1445,-5,Low rating,Low rating,900,10,Rapid,102,0,2,5,3,6,6,11,11,0,0,0,0,0,0,0,0,0,0,7,0
37728,1676,-5,2020.09.01,C62,Rated Rapid game,Ruy Lopez: Steinitz Defense,1,0,Jan-00,https://lichess.org/rBHPrmGc,Normal,900+10,0:31:54,1748,10,Low rating,Low rating,900,10,Rapid,53,1,0,5,3,2,3,8,6,0,0,0,0,0,0,0,1,0,1,8,0
37745,973,-6,2020.09.01,C44,Rated Blitz game,Scotch Game,1,0,Jan-00,https://lichess.org/omSgFCq1,Normal,300+0,0:31:54,972,14,Low rating,Low rating,300,0,Blitz,63,0,0,3,1,2,0,5,1,0,0,0,0,0,0,0,1,0,0,0,0
37756,2101,-9,2020.09.01,B38,Rated Rapid tournament https://lichess.org/tournament/bwDLPv9I,"Sicilian Defense: Accelerated Dragon, Maróczy Bind",1,0,Jan-00,https://lichess.org/djABZuB6,Normal,600+5,0:31:55,1925,12,High rating,High rating,600,5,Rapid,65,1,1,2,2,4,4,7,7,3,0,1,0,1,0,3,2,1,1,6,2
37773,2109,1,2020.09.01,C02,Rated Bullet tournament https://lichess.org/tournament/H3UwNQec,French Defense: Advance Variation,0,1,0-1,https://lichess.org/QWiuUkS6,Normal,60+0,0:31:57,1671,-1,High rating,Low rating,60,0,Bullet,60,1,2,2,3,2,4,5,9,0,0,0,0,0,0,1,0,0,0,7,0
37780,1291,-6,2020.09.01,D00,Rated Bullet game,Queen's Pawn Game,1,0,Jan-00,https://lichess.org/pZhT6lll,Time forfeit,60+0,0:31:58,1259,6,Low rating,Low rating,60,0,Bullet,55,1,2,5,7,3,2,9,11,6,0,0,0,0,0,2,0,1,0,8,0
37798,1466,-5,2020.09.01,C50,Rated Blitz game,"Italian Game: Giuoco Pianissimo, Italian Four Knights Variation",1,0,Jan-00,https://lichess.org/yZUUuVgw,Normal,180+2,0:31:59,1456,12,Low rating,Low rating,180,2,Blitz,65,1,1,7,9,5,3,13,13,2,0,1,0,1,0,4,2,3,2,10,1
37802,1765,-5,2020.09.01,B01,Rated Blitz game,Scandinavian Defense: Mieses-Kotroc Variation,1,0,Jan-00,https://lichess.org/GQnTPMML,Normal,180+2,0:31:59,1782,6,Low rating,Low rating,180,2,Blitz,107,1,0,1,2,7,7,9,9,6,8,0,0,0,0,1,1,0,0,7,0
37806,1623,7,2020.09.01,C46,Rated Blitz game,Four Knights Game: Italian Variation,0,1,0-1,https://lichess.org/bghEx5ct,Normal,180+2,0:31:59,1672,-6,Low rating,Low rating,180,2,Blitz,62,0,2,2,4,3,4,5,10,0,0,0,0,0,0,1,3,0,2,8,0
37847,1487,-5,2020.09.01,D00,Rated Blitz game,Queen's Pawn Game: Mason Attack,1,0,Jan-00,https://lichess.org/U0TcTrat,Normal,300+0,0:32:01,1504,5,Low rating,Low rating,300,0,Blitz,33,1,0,4,1,0,1,5,2,0,0,0,0,0,0,0,0,0,0,3,0
37862,1856,-8,2020.09.01,C50,Rated Blitz tournament https://lichess.org/tournament/SpHCDrG5,Four Knights Game: Italian Variation,1,0,Jan-00,https://lichess.org/6p8oGA5O,Normal,180+2,0:32:01,1708,8,Low rating,Low rating,180,2,Blitz,89,2,1,6,6,6,0,14,7,2,13,0,0,0,1,4,2,2,1,14,1
37902,1577,-6,2020.09.01,D50,Rated Rapid game,Queen's Gambit Declined: Modern Variation,1,0,Jan-00,https://lichess.org/IJKWTOBW,Normal,300+10,0:32:05,1547,10,Low rating,Low rating,300,10,Blitz,113,1,0,5,4,4,3,10,7,0,0,0,0,0,0,0,0,0,0,4,0
37934,1572,-8,2020.09.01,A42,Rated Rapid game,Sicilian Defense: Hyperaccelerated Fianchetto,1,0,Jan-00,https://lichess.org/uXlliBUi,Normal,600+5,0:32:05,1532,7,Low rating,Low rating,600,5,Rapid,95,6,4,6,6,2,4,14,14,9,0,4,0,0,0,1,2,0,0,10,3
37936,1314,-19,2020.09.01,C57,Rated Rapid game,"Italian Game: Two Knights Defense, Knight Attack",1,0,Jan-00,https://lichess.org/EPGnYNE0,Normal,600+5,0:32:05,1289,6,Low rating,Low rating,600,5,Rapid,15,0,0,1,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0
37957,2071,3,2020.09.01,A56,Rated Blitz tournament https://lichess.org/tournament/uAQ2oGqy,Benoni Defense,0,1,0-1,https://lichess.org/yjepcuLo,Normal,180+0,0:32:06,1870,-3,High rating,Low rating,180,0,Blitz,85,0,1,3,3,6,9,9,13,0,0,0,0,0,0,0,0,0,0,4,0
37963,1835,18,2020.09.01,C34,Rated Classical game,"King's Gambit Accepted, Fischer Defense",0,1,0-1,https://lichess.org/EQWXVzZw,Normal,1800+0,0:32:06,1730,-25,Low rating,Low rating,1800,0,Classical,74,2,3,3,3,4,4,9,10,0,0,0,0,0,0,0,0,0,0,7,0
37966,1606,12,2020.09.01,B20,Rated Classical game,Sicilian Defense: Bowdler Attack,0,1,0-1,https://lichess.org/O5mMctCz,Normal,1800+0,0:32:06,1642,-6,Low rating,Low rating,1800,0,Classical,70,3,5,4,3,5,5,12,13,0,0,0,0,0,0,0,0,0,0,10,0
37984,1778,5,2020.09.01,A51,Rated Blitz tournament https://lichess.org/tournament/sKg78jxR,Indian Game: Budapest Defense,0,1,0-1,https://lichess.org/nNkwfY5w,Normal,300+0,0:32:08,1731,-5,Low rating,Low rating,300,0,Blitz,28,0,1,0,2,1,4,1,7,0,0,0,0,0,0,0,0,0,0,1,0
37986,2145,4,2020.09.01,E61,Rated Blitz tournament https://lichess.org/tournament/MsOZBta2,King's Indian Defense: Smyslov Variation,0,1,0-1,https://lichess.org/nMvvlVW0,Time forfeit,180+0,0:32:08,1982,-3,High rating,High rating,180,0,Blitz,110,1,3,2,3,7,8,10,14,17,12,1,1,0,0,1,0,0,0,4,0
38002,1668,-6,2020.09.01,A40,Rated Blitz game,Queen's Pawn,1,0,Jan-00,https://lichess.org/IcR8Cq0y,Normal,180+2,0:32:08,1659,5,Low rating,Low rating,180,2,Blitz,51,0,0,1,1,1,0,2,1,0,0,0,0,0,0,1,1,0,0,1,0
38008,1534,17,2020.09.01,B06,Rated Bullet game,Modern Defense: Two Knights Variation,0,1,0-1,https://lichess.org/GdX9JcFd,Time forfeit,60+0,0:32:10,1522,-6,Low rating,Low rating,60,0,Bullet,84,9,7,7,12,3,2,19,21,3,10,3,2,0,4,2,0,1,0,25,8
38010,1248,2,2020.09.01,A40,Rated Bullet game,"Englund Gambit Declined, Reversed Alekhine",0.5,0.5,1/2-1/2,https://lichess.org/syRrPPvh,Normal,60+0,0:32:10,1385,-2,Low rating,Low rating,60,0,Bullet,76,3,3,4,7,5,3,12,13,3,0,1,0,0,0,0,0,0,0,14,1
38018,1790,-6,2020.09.01,B06,Rated Bullet game,Modern Defense,1,0,Jan-00,https://lichess.org/UXwR51qX,Normal,60+0,0:32:10,1755,6,Low rating,Low rating,60,0,Bullet,45,2,2,7,4,2,1,11,7,0,0,0,0,0,0,0,1,0,0,1,0
38031,1479,-6,2020.09.01,A41,Rated Blitz game,Queen's Pawn,1,0,Jan-00,https://lichess.org/Ji5JImYL,Normal,300+0,0:32:10,1470,6,Low rating,Low rating,300,0,Blitz,33,4,2,2,4,4,1,10,7,0,0,0,0,0,0,0,0,0,0,12,0
38040,1943,-2,2020.09.01,C41,Rated Rapid tournament https://lichess.org/tournament/vkZi5jaQ,Philidor Defense: Nimzowitsch Variation,1,0,Jan-00,https://lichess.org/vYwFLSrW,Normal,600+0,0:32:10,2211,3,High rating,High rating,600,0,Rapid,111,3,3,5,2,6,0,14,5,0,26,0,1,0,1,0,1,0,0,5,1
38062,1673,6,2020.09.01,B40,Rated Blitz game,Sicilian Defense: French Variation,0,1,0-1,https://lichess.org/JLKGot53,Normal,300+3,0:32:10,1693,-10,Low rating,Low rating,300,3,Blitz,38,0,1,2,2,2,2,4,5,0,2,0,0,0,0,3,2,1,1,3,0
38064,799,-4,2020.09.01,B10,Rated Blitz game,Caro-Kann Defense: Two Knights Attack,1,0,Jan-00,https://lichess.org/xv0TDp1M,Normal,300+3,0:32:10,881,23,Low rating,Low rating,300,3,Blitz,67,1,1,3,1,1,3,5,5,0,0,0,0,0,0,1,0,0,0,1,0
38100,1046,4,2020.09.01,B01,Rated Bullet game,Scandinavian Defense: Modern Variation,0,1,0-1,https://lichess.org/g5elPLSF,Normal,60+0,0:32:13,953,-4,Low rating,Low rating,60,0,Bullet,60,1,3,6,2,2,5,9,10,0,0,0,0,0,0,0,0,0,0,7,0
38137,1441,89,2020.09.01,B21,Rated Bullet game,Sicilian Defense: McDonnell Attack,0,1,0-1,https://lichess.org/MjTmFfeQ,Time forfeit,120+1,0:32:16,1421,-5,Low rating,Low rating,120,1,Bullet,56,1,2,0,2,4,1,5,5,0,1,0,0,0,0,0,2,0,1,6,0
38195,1409,2,2020.09.01,C02,Rated Rapid tournament https://lichess.org/tournament/u4DTaueH,French Defense: Advance Variation,0.5,0.5,1/2-1/2,https://lichess.org/AS0uyVQW,Normal,600+0,0:32:19,1539,-2,Low rating,Low rating,600,0,Rapid,110,2,3,10,8,6,7,18,18,0,7,0,0,0,3,0,0,0,0,18,4
38196,1597,10,2020.09.01,C35,Rated Rapid tournament https://lichess.org/tournament/u4DTaueH,"King's Gambit Accepted, Cunningham Defense",0,1,0-1,https://lichess.org/gNSQuKuH,Normal,600+0,0:32:19,1640,-7,Low rating,Low rating,600,0,Rapid,94,0,1,2,6,7,9,9,16,0,11,0,0,0,0,0,1,0,0,7,0
38230,1763,-6,2020.09.01,A07,Rated Classical game,King's Indian Attack,1,0,Jan-00,https://lichess.org/IA4V2ZAG,Time forfeit,1800+0,0:32:20,1801,9,Low rating,Low rating,1800,0,Classical,73,2,1,4,3,3,2,9,6,0,0,0,0,0,0,0,0,0,0,3,0
38241,1477,-9,2020.09.01,C02,Rated Rapid game,"French Defense: Advance Variation, Nimzowitsch System",1,0,Jan-00,https://lichess.org/XytpgU7z,Normal,600+0,0:32:22,1573,5,Low rating,Low rating,600,0,Rapid,79,3,2,1,0,1,2,5,4,0,0,0,0,0,0,0,0,0,0,3,0
38246,2005,0,2020.09.01,C55,Rated Rapid game,"Italian Game: Two Knights Defense, Max Lange Attack",0.5,0.5,1/2-1/2,https://lichess.org/Uy1M8sKH,Normal,600+0,0:32:22,2002,0,High rating,High rating,600,0,Rapid,107,1,1,4,3,2,3,7,7,0,0,0,0,0,0,0,0,0,0,6,0
38248,2093,-6,2020.09.01,C62,Rated Rapid game,Ruy Lopez: Steinitz Defense,1,0,Jan-00,https://lichess.org/Y83ZMQvx,Normal,600+0,0:32:22,2120,6,High rating,High rating,600,0,Rapid,41,1,0,0,0,2,1,3,1,0,0,0,0,0,0,1,0,0,0,1,0
38251,1630,7,2020.09.01,B01,Rated Rapid game,Scandinavian Defense: Mieses-Kotroc Variation,0,1,0-1,https://lichess.org/O4iMCdNi,Normal,600+0,0:32:22,1655,-6,Low rating,Low rating,600,0,Rapid,68,0,1,3,6,2,5,5,12,0,0,0,0,0,0,0,0,0,0,4,0
38253,1423,-12,2020.09.01,C42,Rated Rapid game,Russian Game: Three Knights Game,1,0,Jan-00,https://lichess.org/kLCvmHWe,Normal,600+0,0:32:22,1396,7,Low rating,Low rating,600,0,Rapid,63,4,4,6,2,3,4,13,10,0,0,0,0,0,0,0,0,0,0,9,0
38274,1506,-21,2020.09.01,D00,Rated Bullet game,Queen's Pawn Game: Levitsky Attack,1,0,Jan-00,https://lichess.org/VVVFGIAn,Normal,60+0,0:32:23,1521,5,Low rating,Low rating,60,0,Bullet,45,0,0,6,2,3,1,9,3,0,0,0,0,0,0,0,0,0,0,2,0
38286,2250,-6,2020.09.01,B93,Rated Blitz game,"Sicilian Defense: Najdorf Variation, Amsterdam Variation",1,0,Jan-00,https://lichess.org/TL0CoHR8,Time forfeit,180+2,0:32:23,2248,6,High rating,High rating,180,2,Blitz,89,1,1,2,0,3,3,6,4,14,13,0,0,0,0,4,2,2,1,2,0
38294,1981,-7,2020.09.01,C42,Rated Rapid game,Petrov's Defense,1,0,Jan-00,https://lichess.org/s9VeDHZA,Normal,300+8,0:32:25,1875,9,High rating,Low rating,300,8,Blitz,85,5,2,4,4,6,6,15,12,0,11,0,1,0,1,3,2,3,1,14,2
38301,1222,-6,2020.09.01,A41,Rated Bullet game,Rat Defense: English Rat,1,0,Jan-00,https://lichess.org/lM9j5whG,Time forfeit,120+1,0:32:25,1221,5,Low rating,Low rating,120,1,Bullet,61,4,4,3,4,4,2,11,10,3,0,1,0,1,0,3,2,2,2,9,2
38341,1684,-4,2020.09.01,C41,Rated Rapid game,Philidor Defense: Exchange Variation,1,0,Jan-00,https://lichess.org/cwJYppbt,Normal,600+5,0:32:26,1762,6,Low rating,Low rating,600,5,Rapid,34,2,0,1,1,3,0,6,1,0,0,0,0,0,0,0,0,0,0,4,0
38345,2169,6,2020.09.01,E81,Rated Blitz game,"King's Indian Defense: Sämisch Variation, Normal Defense",0,1,0-1,https://lichess.org/LAIKEO7o,Normal,180+0,0:32:26,2168,-5,High rating,High rating,180,0,Blitz,60,0,1,4,5,3,5,7,11,0,0,0,0,0,0,0,0,0,0,8,0
38361,1865,7,2020.09.01,C21,Rated Bullet game,Center Game,0,1,0-1,https://lichess.org/OyPOPGqq,Time forfeit,120+1,0:32:27,1950,-7,Low rating,High rating,120,1,Bullet,38,5,3,4,1,0,1,9,5,0,6,0,2,0,1,2,4,1,0,4,2
38364,1617,-5,2020.09.01,B13,Rated Blitz game,Caro-Kann Defense: Exchange Variation,1,0,Jan-00,https://lichess.org/dmOOmIch,Normal,300+3,0:32:27,1663,5,Low rating,Low rating,300,3,Blitz,97,1,0,3,1,8,6,12,7,0,25,0,0,0,0,0,2,0,0,1,0
38365,1534,6,2020.09.01,B32,Rated Blitz game,Sicilian Defense: Löwenthal Variation,0,1,0-1,https://lichess.org/GrR7cONq,Normal,300+3,0:32:27,1571,-6,Low rating,Low rating,300,3,Blitz,17,0,1,1,0,1,0,2,1,0,0,0,0,0,0,0,1,0,1,2,0
38391,1586,5,2020.09.01,C46,Rated Bullet game,Three Knights Opening,0,1,0-1,https://lichess.org/4GOiSkbz,Normal,60+0,0:32:28,1568,-6,Low rating,Low rating,60,0,Bullet,72,3,3,1,3,3,2,7,8,0,2,0,0,0,0,0,0,0,0,4,0
38438,1627,-6,2020.09.01,B12,Rated Bullet game,"Caro-Kann Defense: Advance Variation, Botvinnik-Carls Defense",1,0,Jan-00,https://lichess.org/hRh4OWXq,Time forfeit,60+0,0:32:38,1622,6,Low rating,Low rating,60,0,Bullet,61,5,3,2,3,3,3,10,9,5,0,2,0,1,0,2,0,2,0,7,0
38467,1289,-5,2020.09.01,B10,Rated Blitz game,Caro-Kann Defense,1,0,Jan-00,https://lichess.org/Cs6mT7cM,Normal,300+3,0:32:38,1325,57,Low rating,Low rating,300,3,Blitz,49,1,1,3,3,3,2,7,6,0,0,0,0,0,0,3,0,1,0,4,0
38471,1122,1,2020.09.01,B20,Rated Blitz game,Sicilian Defense: Bowdler Attack,0.5,0.5,1/2-1/2,https://lichess.org/XKPKab9F,Normal,300+3,0:32:38,1145,0,Low rating,Low rating,300,3,Blitz,112,3,4,5,6,1,3,9,13,30,0,2,0,1,0,2,0,0,0,10,3
38472,1217,15,2020.09.01,C44,Rated Blitz game,Ponziani Opening,0,1,0-1,https://lichess.org/Rgv8xXTp,Normal,300+3,0:32:38,1218,-5,Low rating,Low rating,300,3,Blitz,82,2,4,5,3,6,5,13,12,0,0,0,0,0,0,1,2,1,2,11,0
38485,2146,-6,2020.09.01,B09,Rated Blitz game,"Pirc Defense: Austrian Attack, Unzicker Attack",1,0,Jan-00,https://lichess.org/mpCfl304,Normal,180+0,0:32:39,2122,8,High rating,High rating,180,0,Blitz,51,0,0,4,0,2,1,6,1,0,0,0,0,0,0,0,2,0,1,1,0
38488,2405,-7,2020.09.01,B32,Rated Blitz game,Sicilian Defense: Löwenthal Variation,1,0,Jan-00,https://lichess.org/GqAW3qdd,Normal,180+0,0:32:39,2369,6,GM rating,High rating,180,0,Blitz,49,4,2,1,3,1,1,6,6,0,0,0,0,0,0,1,2,1,1,4,0
38498,2152,-8,2020.09.01,A01,Rated UltraBullet game,Nimzo-Larsen Attack,1,0,Jan-00,https://lichess.org/GVtCCSxu,Time forfeit,15+0,0:32:40,1951,9,High rating,High rating,15,0,Bullet,87,4,3,2,5,1,2,7,10,6,0,0,0,0,0,3,1,0,0,2,0
38499,1752,-5,2020.09.01,C41,Rated Rapid game,Philidor Defense,1,0,Jan-00,https://lichess.org/rrf9cEy0,Normal,600+0,0:32:40,1797,5,Low rating,Low rating,600,0,Rapid,65,2,2,6,5,5,2,13,9,0,0,0,0,0,0,0,0,0,0,9,0
38506,1942,-6,2020.09.01,D00,Rated Bullet game,Queen's Pawn Game: Mason Attack,1,0,Jan-00,https://lichess.org/t80FRelQ,Time forfeit,60+0,0:32:32,1977,5,High rating,High rating,60,0,Bullet,69,1,0,2,4,1,0,4,4,0,0,0,0,0,0,0,0,0,0,1,0
38538,1431,-1,2020.09.01,C62,Rated Rapid tournament https://lichess.org/tournament/hLgp4tEs,Ruy Lopez: Steinitz Defense,1,0,Jan-00,https://lichess.org/DTNnR4zj,Normal,600+5,0:32:32,1946,0,Low rating,High rating,600,5,Rapid,61,1,0,2,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0
38568,1181,-7,2020.09.01,C20,Rated Bullet game,King's Pawn Game: Napoleon Attack,1,0,Jan-00,https://lichess.org/2tMJpvh1,Time forfeit,60+0,0:32:33,1105,7,Low rating,Low rating,60,0,Bullet,65,3,4,4,3,1,4,8,11,5,0,0,0,0,0,0,0,0,0,5,0
38583,1440,6,2020.09.01,C00,Rated Rapid tournament https://lichess.org/tournament/tMiVqmn1,Rat Defense: Small Center Defense,0,1,0-1,https://lichess.org/FzoUwMjh,Normal,600+5,0:32:34,1271,-7,Low rating,Low rating,600,5,Rapid,66,2,2,1,1,4,2,7,5,0,0,0,0,0,0,1,0,0,0,8,0
38586,2999,-7,2020.09.01,A40,Rated Bullet game,English Defense,1,0,Jan-00,https://lichess.org/pDfxtmGG,Normal,60+0,0:32:35,2911,7,GM rating,GM rating,60,0,Bullet,41,2,0,0,0,3,0,5,0,0,0,0,0,0,0,2,1,0,0,1,0
38593,1167,-5,2020.09.01,C30,Rated Rapid game,"King's Gambit Declined, Queen's Knight Defense",1,0,Jan-00,https://lichess.org/sfwpw7fm,Normal,600+0,0:32:35,1202,31,Low rating,Low rating,600,0,Rapid,81,3,2,1,3,1,0,5,5,0,0,0,0,0,0,0,0,0,0,4,0
38607,1609,-4,2020.09.01,C00,Rated Blitz game,French Defense: King's Indian Attack,1,0,Jan-00,https://lichess.org/h2CWpK3x,Time forfeit,180+0,0:32:47,1693,59,Low rating,Low rating,180,0,Blitz,85,1,3,6,6,3,7,10,16,5,11,1,3,0,2,0,0,0,0,3,0
38665,1267,6,2020.09.01,C00,Rated Rapid game,French Defense: Knight Variation,0,1,0-1,https://lichess.org/rlhjLRlS,Normal,600+5,0:32:50,1241,-5,Low rating,Low rating,600,5,Rapid,52,2,4,1,3,3,3,6,10,0,0,0,0,0,0,1,1,1,1,5,0
38694,1575,6,2020.09.01,C00,Rated Blitz game,French Defense: Knight Variation,0,1,0-1,https://lichess.org/ruXb3Dhk,Normal,300+0,0:32:52,1592,-5,Low rating,Low rating,300,0,Blitz,52,0,1,0,2,2,2,2,5,0,0,0,0,0,0,1,1,1,1,2,0
38700,1545,6,2020.09.01,D02,Rated Blitz game,Queen's Pawn Game: Krause Variation,0,1,0-1,https://lichess.org/qGWfEH43,Time forfeit,300+0,0:32:52,1548,-19,Low rating,Low rating,300,0,Blitz,56,2,2,5,6,5,0,12,8,0,0,0,0,0,0,0,0,0,0,15,0
38707,1840,3,2020.09.01,A50,Rated Rapid tournament https://lichess.org/tournament/6cs2drWD,Queen's Indian Accelerated,0,1,0-1,https://lichess.org/aeodhHNb,Normal,300+5,0:32:41,1636,-3,Low rating,Low rating,300,5,Blitz,40,0,2,3,1,3,2,6,5,0,0,0,0,0,0,1,4,1,3,4,0
38724,1508,-5,2020.09.01,B01,Rated Bullet game,Scandinavian Defense: Mieses-Kotroc Variation,1,0,Jan-00,https://lichess.org/fpyPy8gR,Normal,60+0,0:32:42,1534,5,Low rating,Low rating,60,0,Bullet,37,2,0,3,2,1,1,6,3,0,0,0,0,0,0,0,0,0,0,3,0
38776,1702,7,2020.09.01,C41,Rated Bullet tournament https://lichess.org/tournament/nhjRqeKW,Philidor Defense,0,1,0-1,https://lichess.org/6t3Znue2,Time forfeit,60+0,0:32:45,1620,-4,Low rating,Low rating,60,0,Bullet,82,5,4,5,6,8,8,18,18,0,6,0,2,0,1,0,0,0,0,22,3
38779,1582,6,2020.09.01,A51,Rated Rapid game,Indian Game: Budapest Defense,0,1,0-1,https://lichess.org/tcqcCS9M,Normal,600+5,0:32:46,1565,-5,Low rating,Low rating,600,5,Rapid,62,1,3,1,1,4,3,6,7,0,0,0,0,0,0,0,0,0,0,2,0
38807,1715,-7,2020.09.01,D31,Rated Rapid game,Semi-Slav Defense: Accelerated Move Order,1,0,Jan-00,https://lichess.org/VapG2B3C,Normal,720+0,0:32:52,1407,185,Low rating,Low rating,720,0,Rapid,69,1,0,4,1,2,2,7,3,0,0,0,0,0,0,0,1,0,0,1,0
38817,1841,4,2020.09.01,C34,Rated Rapid tournament https://lichess.org/tournament/bwDLPv9I,"King's Gambit Accepted, MacLeod Defense",0,1,0-1,https://lichess.org/g8xinv3i,Normal,600+5,0:32:52,1715,-3,Low rating,Low rating,600,5,Rapid,60,0,3,6,6,1,2,7,11,0,0,0,0,0,0,0,0,0,0,4,0
38833,1207,-5,2020.09.01,B20,Rated Bullet game,Sicilian Defense: Bowdler Attack,1,0,Jan-00,https://lichess.org/In63b2Ql,Time forfeit,60+0,0:32:52,1223,5,Low rating,Low rating,60,0,Bullet,47,6,6,4,3,2,2,12,11,4,0,1,0,1,0,3,0,3,0,13,0
38834,1341,4,2020.09.01,D20,Rated Blitz game,Queen's Gambit Accepted,0.5,0.5,1/2-1/2,https://lichess.org/vxr6cwVI,Normal,420+0,0:32:52,1668,-4,Low rating,Low rating,420,0,Blitz,76,0,0,4,5,7,4,11,9,0,0,0,0,0,0,0,1,0,0,10,0
38836,1116,22,2020.09.01,A00,Rated Rapid game,Van't Kruijs Opening,0,1,0-1,https://lichess.org/AzUah85z,Normal,600+0,0:32:53,1075,-5,Low rating,Low rating,600,0,Rapid,66,0,1,2,3,1,1,3,5,0,0,0,0,0,0,0,1,0,0,3,0
38844,1645,-25,2020.09.01,A13,Rated Rapid game,English Opening: Agincourt Defense,1,0,Jan-00,https://lichess.org/EpcmH2Go,Time forfeit,600+0,0:32:53,1674,5,Low rating,Low rating,600,0,Rapid,67,2,0,2,1,1,2,5,3,11,3,0,0,0,0,2,2,0,0,2,0
38860,1112,-3,2020.09.01,C20,Rated Blitz tournament https://lichess.org/tournament/YjcEBmci,Bishop's Opening: Boi Variation,1,0,Jan-00,https://lichess.org/BlkA2oso,Normal,240+2,0:32:54,1332,3,Low rating,Low rating,240,2,Blitz,59,2,0,0,2,3,2,5,4,0,0,0,0,0,0,0,2,0,1,2,0
38871,2275,-4,2020.09.01,D00,Rated Blitz game,Queen's Pawn Game: Mason Attack,1,0,Jan-00,https://lichess.org/0VI6wl88,Normal,180+0,0:32:56,2370,8,High rating,High rating,180,0,Blitz,113,4,1,5,4,5,6,14,11,3,13,0,0,0,0,0,2,0,2,11,0
38872,1778,7,2020.09.01,A51,Rated Blitz game,Indian Game: Budapest Defense,0,1,0-1,https://lichess.org/36oqXhdW,Normal,180+0,0:32:56,1732,-5,Low rating,Low rating,180,0,Blitz,58,0,0,0,5,4,3,4,8,0,0,0,0,0,0,0,1,0,1,2,0
38878,1926,-5,2020.09.01,D35,Rated Blitz game,Queen's Gambit Declined: Exchange Variation,1,0,Jan-00,https://lichess.org/CRhmQDaP,Time forfeit,180+0,0:32:56,1969,5,High rating,High rating,180,0,Blitz,123,3,1,1,2,3,2,7,5,0,3,0,0,0,0,1,1,0,0,2,0
38900,2245,5,2020.09.01,B20,Rated Blitz game,Sicilian Defense: Snyder Variation,0,1,0-1,https://lichess.org/wNb0bZa8,Time forfeit,180+2,0:32:56,2227,-5,High rating,High rating,180,2,Blitz,74,0,1,5,6,2,3,7,10,0,0,0,0,0,0,0,0,0,0,12,0
38904,1457,-5,2020.09.01,D00,Rated Bullet game,Queen's Pawn Game: Chigorin Variation,1,0,Jan-00,https://lichess.org/CcwJQWak,Normal,120+1,0:32:57,1501,5,Low rating,Low rating,120,1,Bullet,59,1,0,2,2,4,2,7,4,3,0,1,0,0,0,2,0,1,0,2,0
