GAME,BlackElo,BlackRatingDiff,Date,ECO,Event,Opening,White_Result,Black_Result,Result,Site,Termination,TimeControl,UTCTime,WhiteElo,WhiteRatingDiff,Black_elo_category,White_elo_category,starting_time,increment,Game_type,Total_moves,Black_blunders,White_blunders,Black_mistakes,White_mistakes,Black_inaccuracies,White_inaccuracies,Black_inferior_moves,White_inferior_moves,Black_ts_moves,White_ts_moves,Black_ts_blunders,White_ts_blunders,Black_ts_mistakes,White_ts_mistake,Black_long_moves,White_long_moves,Black_bad_long_moves,White_bad_long_moves,Game_flips,Game_flips_ts
24806,1032,-5,2020.09.01,A01,Rated Blitz game,Nimzo-Larsen Attack,1,0,Jan-00,https://lichess.org/Av2Qzsy7,Normal,300+0,0:20:37,1056,17,Low rating,Low rating,300,0,Blitz,69,2,3,1,0,1,2,4,5,0,3,0,0,0,0,0,1,0,1,3,0
24807,1139,-5,2020.09.01,B00,Rated Blitz game,Nimzowitsch Defense: Franco-Nimzowitsch Variation,1,0,Jan-00,https://lichess.org/33iibQCF,Normal,300+0,0:20:37,1149,6,Low rating,Low rating,300,0,Blitz,51,5,4,3,3,0,4,8,11,0,0,0,0,0,0,0,1,0,0,13,0
24823,2043,-7,2020.09.01,B41,Rated Bullet game,Sicilian Defense: Kan Variation,1,0,Jan-00,https://lichess.org/0xmgaUQF,Normal,120+1,0:20:37,2031,6,High rating,High rating,120,1,Bullet,61,2,1,1,1,4,2,7,4,6,4,2,0,0,0,4,3,1,0,6,1
24883,1910,6,2020.09.01,B07,Rated Blitz game,"Lion Defense: Anti-Philidor, Lion's Cave",0,1,0-1,https://lichess.org/Zat6Ma6Y,Normal,300+3,0:20:39,1943,-6,High rating,High rating,300,3,Blitz,112,1,1,9,13,7,3,17,17,0,0,0,0,0,0,0,2,0,0,14,0
24911,1673,-147,2020.09.01,C42,Rated Rapid game,Petrov's Defense,1,0,Jan-00,https://lichess.org/EthfBrvC,Normal,900+10,0:20:41,1661,5,Low rating,Low rating,900,10,Rapid,83,0,0,3,1,5,0,8,1,0,0,0,0,0,0,1,2,0,0,1,0
24915,1852,44,2020.09.01,C77,Rated Rapid game,"Ruy Lopez: Morphy Defense, Anderssen Variation",0,1,0-1,https://lichess.org/qwc2FcqO,Normal,900+10,0:20:41,1842,-5,Low rating,Low rating,900,10,Rapid,56,1,1,1,3,1,1,3,5,0,0,0,0,0,0,0,0,0,0,3,0
24938,1233,18,2020.09.01,C44,Rated Blitz tournament https://lichess.org/tournament/bP3hDZ63,Irish Gambit,0,1,0-1,https://lichess.org/t639MBmp,Normal,300+2,0:20:42,811,-8,Low rating,Low rating,300,2,Blitz,62,1,3,1,3,2,3,4,9,0,0,0,0,0,0,0,0,0,0,3,0
24962,2097,8,2020.09.01,B23,Rated Blitz game,Sicilian Defense: Closed Variation,0,1,0-1,https://lichess.org/gYUoJ9Fi,Time forfeit,180+2,0:20:45,2101,-5,High rating,High rating,180,2,Blitz,58,3,2,5,5,5,5,13,12,17,6,3,2,3,1,4,1,4,1,13,9
24970,1486,79,2020.09.01,C45,Rated Blitz game,Scotch Game: Classical Variation,0,1,0-1,https://lichess.org/0kH73MdI,Time forfeit,180+2,0:20:45,1595,-7,Low rating,Low rating,180,2,Blitz,66,2,0,2,2,5,9,9,11,0,0,0,0,0,0,0,2,0,0,9,0
25015,1471,-4,2020.09.01,C55,Rated Rapid game,"Italian Game: Two Knights Defense, Modern Bishop's Opening",1,0,Jan-00,https://lichess.org/r7ZxAVdW,Normal,600+0,0:20:47,1572,4,Low rating,Low rating,600,0,Rapid,55,2,0,4,3,3,4,9,7,0,0,0,0,0,0,0,0,0,0,3,0
25023,1665,7,2020.09.01,D00,Rated Rapid game,Queen's Pawn Game,0,1,0-1,https://lichess.org/p00r6ijL,Normal,600+0,0:20:47,1713,-7,Low rating,Low rating,600,0,Rapid,86,1,3,6,4,2,7,9,14,0,0,0,0,0,0,0,0,0,0,5,0
25029,2224,-6,2020.09.01,A82,Rated Bullet game,Dutch Defense: Staunton Gambit,1,0,Jan-00,https://lichess.org/T0gdLgGX,Normal,120+0,0:20:47,2200,7,High rating,High rating,120,0,Bullet,101,4,5,9,3,1,5,14,13,0,8,0,0,0,0,1,2,1,1,11,0
25092,1069,-4,2020.09.01,B10,Rated Bullet game,Caro-Kann Defense,1,0,Jan-00,https://lichess.org/sHgNm6IA,Time forfeit,60+0,0:20:49,1089,65,Low rating,Low rating,60,0,Bullet,61,1,0,3,3,2,2,6,5,6,4,0,0,0,0,2,1,1,1,7,0
25135,2028,0,2020.09.01,B30,Rated Blitz tournament https://lichess.org/tournament/hM7PUvgg,Sicilian Defense: Old Sicilian,0,1,0-1,https://lichess.org/EHJJroZh,Normal,180+0,0:20:53,1344,0,High rating,Low rating,180,0,Blitz,44,1,1,0,1,2,4,3,6,0,0,0,0,0,0,0,0,0,0,3,0
25170,1733,6,2020.09.01,C47,Rated Blitz game,Four Knights Game: Scotch Variation Accepted,0,1,0-1,https://lichess.org/CW2CugNn,Normal,300+0,0:20:54,1753,-6,Low rating,Low rating,300,0,Blitz,79,3,4,3,3,5,5,11,12,0,0,0,0,0,0,0,0,0,0,18,0
25223,1603,3,2020.09.01,D50,Rated Blitz game,Queen's Gambit Declined: Modern Variation,0,1,0-1,https://lichess.org/ZqGh5VXB,Normal,300+2,0:20:56,1365,-2,Low rating,Low rating,300,2,Blitz,66,1,3,2,5,3,5,6,13,0,0,0,0,0,0,1,0,1,0,5,0
25230,1345,4,2020.09.01,A20,Rated Blitz game,English Opening: King's English Variation,0,1,0-1,https://lichess.org/LENZtBOH,Normal,180+0,0:20:57,1234,-29,Low rating,Low rating,180,0,Blitz,54,2,5,3,3,1,4,6,12,0,0,0,0,0,0,1,0,1,0,3,0
25246,1936,-6,2020.09.01,A00,Rated Bullet game,Polish Opening,1,0,Jan-00,https://lichess.org/5LctEy14,Normal,15+4,0:20:57,2180,2,High rating,High rating,15,4,Bullet,39,1,0,1,3,7,4,9,7,0,0,0,0,0,0,3,3,2,2,9,0
25247,1141,3,2020.09.01,A40,Rated Blitz game,Englund Gambit Complex Declined,0,1,0-1,https://lichess.org/AauW6z8q,Normal,300+0,0:20:57,975,-6,Low rating,Low rating,300,0,Blitz,124,2,5,3,3,6,6,11,14,15,13,0,0,0,0,0,1,0,0,8,0
25250,1233,-7,2020.09.01,C46,Rated Blitz tournament https://lichess.org/tournament/DTh3yklZ,Three Knights Opening,1,0,Jan-00,https://lichess.org/mpTuIE5j,Normal,360+0,0:20:58,1126,26,Low rating,Low rating,360,0,Blitz,45,8,6,2,2,1,1,11,9,0,0,0,0,0,0,0,0,0,0,3,0
25259,1708,-6,2020.09.01,C00,Rated Rapid game,French Defense: Knight Variation,1,0,Jan-00,https://lichess.org/kbuaSsqR,Normal,600+0,0:20:58,1695,8,Low rating,Low rating,600,0,Rapid,53,4,2,1,2,1,1,6,5,0,0,0,0,0,0,0,0,0,0,8,0
25261,1052,-5,2020.09.01,A00,Rated Rapid game,Van't Kruijs Opening,1,0,Jan-00,https://lichess.org/qPafrtRP,Normal,600+0,0:20:58,1089,5,Low rating,Low rating,600,0,Rapid,49,3,1,4,4,2,1,9,6,2,0,1,0,1,0,2,0,1,0,9,0
25262,1401,120,2020.09.01,C20,Rated Rapid game,King's Pawn Game: Leonardis Variation,0,1,0-1,https://lichess.org/BxB7WDxz,Normal,600+0,0:20:58,1478,-10,Low rating,Low rating,600,0,Rapid,56,1,2,2,2,7,4,10,8,0,0,0,0,0,0,0,0,0,0,5,0
25266,1851,17,2020.09.01,C67,Rated Rapid game,"Ruy Lopez: Berlin Defense, Rio Gambit Accepted",0,1,0-1,https://lichess.org/fziOI401,Normal,600+0,0:20:58,1822,-59,Low rating,Low rating,600,0,Rapid,54,1,3,2,2,3,3,6,8,0,0,0,0,0,0,0,1,0,0,9,0
25283,1233,-7,2020.09.01,A40,Rated Bullet game,Horwitz Defense,1,0,Jan-00,https://lichess.org/yZSiBf0d,Time forfeit,60+0,0:20:59,1115,18,Low rating,Low rating,60,0,Bullet,67,3,1,4,3,6,6,13,10,3,0,0,0,0,0,1,0,1,0,1,0
25288,873,6,2020.09.01,A40,Rated Bullet game,"Englund Gambit Declined, Reversed Alekhine",0,1,0-1,https://lichess.org/ORzVJLMm,Time forfeit,60+0,0:20:59,934,-7,Low rating,Low rating,60,0,Bullet,40,3,1,3,1,0,2,6,4,0,4,0,0,0,0,0,3,0,1,5,0
25291,1256,-5,2020.09.01,B10,Rated Bullet game,Caro-Kann Defense: Two Knights Attack,1,0,Jan-00,https://lichess.org/TKNfty19,Time forfeit,60+0,0:20:59,1336,4,Low rating,Low rating,60,0,Bullet,41,0,2,0,1,3,2,3,5,2,0,0,0,0,0,1,0,0,0,1,0
25299,1964,6,2020.09.01,C72,Rated Blitz game,"Ruy Lopez: Morphy Defense, Modern Steinitz Defense",0,1,0-1,https://lichess.org/EvG9xId5,Normal,240+1,0:21:00,2007,-7,High rating,High rating,240,1,Blitz,82,1,1,2,1,3,3,6,5,0,0,0,0,0,0,0,0,0,0,4,0
25326,1673,119,2020.09.01,A00,Rated Rapid game,Hungarian Opening,0,1,0-1,https://lichess.org/q6uvC4Wk,Normal,1200+5,0:21:01,1587,-4,Low rating,Low rating,1200,5,Classical,68,1,2,1,4,4,4,6,10,0,0,0,0,0,0,0,0,0,0,1,0
25389,2044,62,2020.09.01,A40,Rated Blitz game,Englund Gambit,0,1,0-1,https://lichess.org/jHvHUUw5,Normal,300+0,0:21:03,2115,-6,High rating,High rating,300,0,Blitz,78,0,1,1,1,1,2,2,4,0,0,0,0,0,0,0,0,0,0,3,0
25403,1919,5,2020.09.01,D02,Rated Rapid game,Queen's Pawn Game: London System,0.5,0.5,1/2-1/2,https://lichess.org/a35nlXy9,Normal,600+0,0:21:05,1941,-1,High rating,High rating,600,0,Rapid,153,3,3,4,4,4,11,11,18,7,0,0,0,0,0,0,0,0,0,9,0
25415,1712,-2,2020.09.01,B00,Rated Rapid tournament https://lichess.org/tournament/vkZi5jaQ,Owen Defense,1,0,Jan-00,https://lichess.org/wJg8sp8k,Normal,600+0,0:21:07,1998,2,Low rating,High rating,600,0,Rapid,89,0,1,6,1,3,3,9,5,9,0,0,0,1,0,0,2,0,0,6,0
25423,1554,2,2020.09.01,D01,Rated Rapid tournament https://lichess.org/tournament/KO9fCNFo,"Queen's Pawn Game: Veresov Attack, Classical Defense",0,1,0-1,https://lichess.org/YOiDW5ct,Normal,600+5,0:21:07,1335,-50,Low rating,Low rating,600,5,Rapid,44,3,4,3,4,0,3,6,11,5,0,0,0,1,0,4,1,1,1,7,0
25436,1740,6,2020.09.01,D10,Rated Blitz game,Slav Defense,0,1,0-1,https://lichess.org/3mdcAc5R,Normal,180+2,0:21:07,1741,-14,Low rating,Low rating,180,2,Blitz,54,1,1,5,5,6,7,12,13,0,5,0,1,0,2,3,2,2,2,9,2
25459,1956,-32,2020.09.01,A45,Rated Classical game,Indian Game,1,0,Jan-00,https://lichess.org/UR4lpDXD,Normal,1800+20,0:21:08,1951,9,High rating,High rating,1800,20,Classical,33,1,0,3,0,1,3,5,3,0,0,0,0,0,0,0,0,0,0,2,0
25548,1400,-14,2020.09.01,C45,Rated Rapid game,Scotch Game: Schmidt Variation,1,0,Jan-00,https://lichess.org/7oFyNXS9,Normal,900+10,0:21:12,1395,6,Low rating,Low rating,900,10,Rapid,79,8,5,3,6,1,2,12,13,0,0,0,0,0,0,0,2,0,1,11,0
25559,1355,-5,2020.09.01,B00,Rated Blitz game,St. George Defense,1,0,Jan-00,https://lichess.org/a3DPAolQ,Normal,300+0,0:21:13,1353,6,Low rating,Low rating,300,0,Blitz,45,1,0,1,1,9,5,11,6,0,0,0,0,0,0,0,0,0,0,7,0
25571,1447,-5,2020.09.01,D91,Rated Blitz game,"Grünfeld Defense: Three Knights Variation, Petrosian System",1,0,Jan-00,https://lichess.org/7Jo9uuo8,Normal,300+0,0:21:13,1444,6,Low rating,Low rating,300,0,Blitz,45,3,1,2,3,5,2,10,6,0,0,0,0,0,0,0,0,0,0,9,0
25577,2026,7,2020.09.01,D00,Rated Rapid game,Blackmar-Diemer Gambit: Ryder Gambit,0,1,0-1,https://lichess.org/KNQJwb0g,Time forfeit,600+4,0:21:14,2048,-6,High rating,High rating,600,4,Rapid,70,1,2,3,8,0,3,4,13,0,0,0,0,0,0,2,0,1,0,9,0
25594,1969,8,2020.09.01,B30,Rated Blitz tournament https://lichess.org/tournament/OxRShNHO,Sicilian Defense: Old Sicilian,0,1,0-1,https://lichess.org/7byq2T9c,Normal,180+0,0:21:16,2111,-8,High rating,High rating,180,0,Blitz,58,1,2,0,3,4,4,5,9,0,6,0,1,0,0,2,2,1,1,5,0
25599,1672,-4,2020.09.01,B07,Rated Blitz game,Pirc Defense,1,0,Jan-00,https://lichess.org/vCPaZ9va,Normal,180+0,0:21:16,1752,97,Low rating,Low rating,180,0,Blitz,71,3,4,6,6,5,3,14,13,0,0,0,0,0,0,0,0,0,0,15,0
25632,1707,104,2020.09.01,C37,Rated Classical game,"King's Gambit Accepted, Muzio Gambit, Sarratt Defense",0,1,0-1,https://lichess.org/QiICcrms,Normal,1800+0,0:21:18,1642,-4,Low rating,Low rating,1800,0,Classical,104,0,1,0,4,0,2,0,7,0,0,0,0,0,0,0,2,0,0,3,0
25696,1244,-10,2020.09.01,B06,Rated Blitz game,Robatsch (Modern) Defense,1,0,Jan-00,https://lichess.org/aLMTYaBy,Time forfeit,300+3,0:21:21,1265,5,Low rating,Low rating,300,3,Blitz,43,1,0,3,3,4,5,8,8,0,0,0,0,0,0,1,2,1,1,7,0
25697,1320,5,2020.09.01,B20,Rated Blitz game,Sicilian Defense: Bowdler Attack,0,1,0-1,https://lichess.org/MAcgNPvp,Normal,300+3,0:21:21,1285,-5,Low rating,Low rating,300,3,Blitz,122,0,1,1,1,3,6,4,8,20,35,0,0,0,0,2,5,0,2,1,0
25713,1285,6,2020.09.01,B21,Rated Blitz game,"Sicilian Defense: McDonnell Attack, Tal Gambit",0,1,0-1,https://lichess.org/jKe8syhr,Normal,180+2,0:21:22,1257,-5,Low rating,Low rating,180,2,Blitz,36,0,1,2,2,0,3,2,6,0,0,0,0,0,0,2,3,0,3,4,0
25733,1397,7,2020.09.01,B10,Rated Bullet game,Caro-Kann Defense: Two Knights Attack,0,1,0-1,https://lichess.org/bDXTcM4z,Normal,60+0,0:21:23,1445,-6,Low rating,Low rating,60,0,Bullet,74,1,2,1,1,2,6,4,9,0,0,0,0,0,0,0,0,0,0,3,0
25757,1873,-5,2020.09.01,B15,Rated Blitz game,Caro-Kann Defense: Tartakower Variation,1,0,Jan-00,https://lichess.org/IBUWoCIO,Normal,180+0,0:21:23,1871,6,Low rating,Low rating,180,0,Blitz,67,3,0,4,5,3,5,10,10,0,0,0,0,0,0,0,0,0,0,9,0
25817,1456,-26,2020.09.01,C40,Rated Classical game,King's Knight Opening,1,0,Jan-00,https://lichess.org/YJPALoiP,Normal,1800+0,0:21:26,1421,152,Low rating,Low rating,1800,0,Classical,153,7,4,4,7,3,2,14,13,0,0,0,0,0,0,0,1,0,1,10,0
25836,1031,-7,2020.09.01,B00,Rated Rapid tournament https://lichess.org/tournament/pVXpraU4,Nimzowitsch Defense: Franco-Nimzowitsch Variation,1,0,Jan-00,https://lichess.org/O9lb2yfs,Normal,600+5,0:21:29,1391,10,Low rating,Low rating,600,5,Rapid,49,3,2,1,1,2,2,6,5,0,0,0,0,0,0,0,0,0,0,1,0
25847,2192,-3,2020.09.01,C43,Rated Rapid game,"Russian Game: Modern Attack, Center Variation",0.5,0.5,1/2-1/2,https://lichess.org/H617lTDB,Normal,900+0,0:21:29,1983,4,High rating,High rating,900,0,Rapid,56,0,0,1,2,4,1,5,3,0,0,0,0,0,0,1,0,0,0,2,0
25849,1023,-4,2020.09.01,C41,Rated Blitz game,Philidor Defense,1,0,Jan-00,https://lichess.org/uSyYrbhT,Time forfeit,180+2,0:21:29,1113,7,Low rating,Low rating,180,2,Blitz,61,5,3,1,3,5,4,11,10,8,14,0,1,0,2,3,3,1,2,5,1
25864,1929,-4,2020.09.01,A07,Rated Blitz game,King's Indian Attack,1,0,Jan-00,https://lichess.org/ITHqQIbC,Time forfeit,180+0,0:21:29,2056,4,High rating,High rating,180,0,Blitz,57,2,1,2,1,2,2,6,4,0,0,0,0,0,0,1,0,0,0,1,0
25899,1327,-6,2020.09.01,C24,Rated Rapid game,Bishop's Opening: Berlin Defense,1,0,Jan-00,https://lichess.org/FqHI4GEc,Normal,600+5,0:21:30,1317,17,Low rating,Low rating,600,5,Rapid,38,3,2,4,1,2,4,9,7,0,0,0,0,0,0,1,0,1,0,7,0
25928,1600,-4,2020.09.01,C62,Rated Blitz game,Ruy Lopez: Steinitz Defense,1,0,Jan-00,https://lichess.org/1YJirHVP,Time forfeit,180+0,0:21:42,1500,237,Low rating,Low rating,180,0,Blitz,65,5,4,5,4,2,4,12,12,7,0,2,0,2,0,1,0,1,0,9,0
25941,2318,-4,2020.09.01,A81,Rated Bullet game,Dutch Defense: Semi-Leningrad Variation,1,0,Jan-00,https://lichess.org/jCCFco87,Normal,120+1,0:21:45,2396,4,High rating,High rating,120,1,Bullet,53,1,0,4,2,3,4,8,6,0,0,0,0,0,0,4,2,3,2,3,0
25961,1836,-6,2020.09.01,B23,Rated Blitz game,Sicilian Defense: Closed Variation,1,0,Jan-00,https://lichess.org/8yGUfgjx,Normal,300+0,0:21:46,1848,5,Low rating,Low rating,300,0,Blitz,69,5,2,4,5,4,3,13,10,0,0,0,0,0,0,0,2,0,2,7,0
26028,1564,22,2020.09.01,B90,Rated Blitz game,Sicilian Defense: Najdorf Variation,0,1,0-1,https://lichess.org/oNlVCek4,Normal,180+3,0:21:48,1468,-4,Low rating,Low rating,180,3,Blitz,80,2,3,2,4,3,3,7,10,0,0,0,0,0,0,2,3,2,1,8,0
26033,1710,-7,2020.09.01,D00,Rated Blitz tournament https://lichess.org/tournament/uAQ2oGqy,Queen's Pawn Game: Mason Attack,1,0,Jan-00,https://lichess.org/Nf996JwM,Normal,180+0,0:21:49,1640,7,Low rating,Low rating,180,0,Blitz,61,4,2,3,7,1,3,8,12,0,0,0,0,0,0,0,0,0,0,6,0
26037,1861,8,2020.09.01,D05,Rated Blitz tournament https://lichess.org/tournament/uAQ2oGqy,Colle System,0,1,0-1,https://lichess.org/BRwXoHdJ,Time forfeit,180+0,0:21:49,2017,-8,Low rating,High rating,180,0,Blitz,76,3,3,1,1,4,3,8,7,0,7,0,2,0,0,0,0,0,0,7,2
26050,1720,41,2020.09.01,B84,Rated Rapid tournament https://lichess.org/tournament/AXHVHEkn,"Sicilian Defense: Scheveningen Variation, Classical Variation",0,1,0-1,https://lichess.org/va8KUXNq,Normal,600+5,0:21:49,2050,-9,Low rating,High rating,600,5,Rapid,46,0,1,0,4,0,2,0,7,0,0,0,0,0,0,0,0,0,0,1,0
26069,995,-45,2020.09.01,B01,Rated Rapid game,Scandinavian Defense,1,0,Jan-00,https://lichess.org/T0X5lfIA,Normal,900+5,0:21:49,1037,5,Low rating,Low rating,900,5,Rapid,27,2,0,0,1,1,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0
26070,1526,-4,2020.09.01,C00,Rated Rapid game,French Defense: Knight Variation,1,0,Jan-00,https://lichess.org/T1XjXjJg,Normal,600+0,0:21:50,1628,57,Low rating,Low rating,600,0,Rapid,69,1,0,5,5,6,5,12,10,0,0,0,0,0,0,0,0,0,0,4,0
26089,1500,164,2020.09.01,C20,Rated Bullet game,King's Pawn Game,0,1,0-1,https://lichess.org/JqWwK7VM,Time forfeit,60+0,0:21:52,1500,-163,Low rating,Low rating,60,0,Bullet,22,2,2,4,4,2,1,8,7,0,1,0,1,0,0,0,2,0,2,4,0
26102,1996,1,2020.09.01,A57,Rated Rapid tournament https://lichess.org/tournament/NHUicSe7,Benoni Defense: Hromádka System,0,1,0-1,https://lichess.org/ZRzfc7Wn,Normal,600+5,0:21:31,1553,-1,High rating,Low rating,600,5,Rapid,46,1,2,3,3,3,1,7,6,0,0,0,0,0,0,0,0,0,0,5,0
26104,1745,5,2020.09.01,C62,Rated Rapid game,Ruy Lopez: Steinitz Defense,0,1,0-1,https://lichess.org/cYFXC06Y,Normal,600+0,0:21:32,1718,-5,Low rating,Low rating,600,0,Rapid,46,0,1,1,1,4,4,5,6,0,0,0,0,0,0,0,0,0,0,5,0
26170,1579,-6,2020.09.01,C20,Rated Blitz game,King's Pawn Game: Leonardis Variation,1,0,Jan-00,https://lichess.org/3mLIOnqN,Normal,300+0,0:21:35,1579,5,Low rating,Low rating,300,0,Blitz,39,0,0,6,1,1,4,7,5,0,0,0,0,0,0,0,0,0,0,3,0
26257,1236,6,2020.09.01,C41,Rated Bullet game,Philidor Defense,0,1,0-1,https://lichess.org/7jqgzNPw,Time forfeit,60+0,0:21:56,1230,-6,Low rating,Low rating,60,0,Bullet,40,0,2,2,0,1,0,3,2,0,2,0,0,0,0,0,2,0,0,1,0
26262,1688,-8,2020.09.01,B12,Rated Rapid game,"Caro-Kann Defense: Advance Variation, Short Variation",1,0,Jan-00,https://lichess.org/BXQqoBcX,Normal,300+5,0:21:57,1750,5,Low rating,Low rating,300,5,Blitz,53,3,2,1,1,4,2,8,5,0,0,0,0,0,0,2,1,2,1,7,0
26275,1874,66,2020.09.01,D30,Rated Classical game,Queen's Gambit Declined,0,1,0-1,https://lichess.org/HwB7Mx1Z,Normal,1200+10,0:21:58,1861,-5,Low rating,Low rating,1200,10,Classical,122,1,2,5,10,3,7,9,19,31,26,1,2,1,5,2,1,1,1,11,4
26290,1626,-6,2020.09.01,A06,Rated Rapid game,Zukertort Opening: Tennison Gambit,1,0,Jan-00,https://lichess.org/ET4JCejX,Normal,600+0,0:21:58,1638,6,Low rating,Low rating,600,0,Rapid,113,2,2,5,6,7,13,14,21,0,0,0,0,0,0,0,0,0,0,21,0
26307,1245,7,2020.09.01,A30,Rated Blitz game,English Opening: Symmetrical Variation,0,1,0-1,https://lichess.org/F8CwsYWN,Normal,180+2,0:21:36,1278,-7,Low rating,Low rating,180,2,Blitz,82,2,4,6,4,4,3,12,11,12,3,1,0,0,0,2,2,2,2,11,2
26318,1790,-6,2020.09.01,C41,Rated Blitz tournament https://lichess.org/tournament/sKg78jxR,Philidor Defense: Morphy Gambit,1,0,Jan-00,https://lichess.org/KjVaDLLd,Normal,300+0,0:21:38,1772,6,Low rating,Low rating,300,0,Blitz,71,3,1,2,1,6,2,11,4,6,11,0,0,0,0,1,3,1,2,6,0
26333,1615,-6,2020.09.01,C46,Rated Bullet game,Three Knights Opening,1,0,Jan-00,https://lichess.org/Gve5krFx,Normal,120+1,0:21:38,1612,6,Low rating,Low rating,120,1,Bullet,57,2,1,1,0,8,4,11,5,9,0,0,0,0,0,1,0,0,0,3,0
26345,1128,-6,2020.09.01,B20,Rated Blitz game,Sicilian Defense: Staunton-Cochrane Variation,1,0,Jan-00,https://lichess.org/5rWS8aiS,Time forfeit,300+3,0:21:39,1134,6,Low rating,Low rating,300,3,Blitz,43,0,1,3,3,1,1,4,5,5,0,0,0,2,0,2,1,0,0,1,0
26349,1371,-6,2020.09.01,C45,Rated Blitz game,Scotch Game: Schmidt Variation,1,0,Jan-00,https://lichess.org/zVvCsmzT,Normal,300+3,0:21:39,1303,53,Low rating,Low rating,300,3,Blitz,42,2,1,3,2,4,5,9,8,0,0,0,0,0,0,2,1,1,0,12,0
26382,1645,13,2020.09.01,D00,Rated Rapid tournament https://lichess.org/tournament/bwDLPv9I,Queen's Pawn Game: Mason Attack,0,1,0-1,https://lichess.org/5J5CBRQx,Normal,600+5,0:21:40,1554,-7,Low rating,Low rating,600,5,Rapid,76,0,2,4,5,4,4,8,11,0,0,0,0,0,0,0,0,0,0,3,0
26386,1949,37,2020.09.01,D43,Rated Bullet game,Semi-Slav Defense,0,1,0-1,https://lichess.org/ELHWPPWF,Time forfeit,60+0,0:21:40,1904,-4,High rating,High rating,60,0,Bullet,62,0,2,6,5,0,4,6,11,0,4,0,1,0,1,0,1,0,1,7,0
26390,1271,-5,2020.09.01,B30,Rated Blitz game,Sicilian Defense: Old Sicilian,1,0,Jan-00,https://lichess.org/uitEOhHc,Normal,180+0,0:21:40,1350,8,Low rating,Low rating,180,0,Blitz,39,2,1,2,2,2,2,6,5,0,0,0,0,0,0,0,2,0,2,5,0
26424,1786,-3,2020.09.01,B32,Rated Rapid tournament https://lichess.org/tournament/vkZi5jaQ,Sicilian Defense: Open,1,0,Jan-00,https://lichess.org/psjEcIyG,Normal,600+0,0:22:00,1945,4,Low rating,High rating,600,0,Rapid,117,4,1,3,6,6,3,13,10,7,14,0,0,0,0,0,2,0,0,4,0
26454,2220,8,2020.09.01,A45,Rated Rapid game,Indian Game,0,1,0-1,https://lichess.org/rmFpElBM,Time forfeit,600+0,0:22:02,2482,-102,High rating,GM rating,600,0,Rapid,32,0,0,0,0,5,2,5,2,0,0,0,0,0,0,0,0,0,0,0,0
26455,1874,-6,2020.09.01,A52,Rated Blitz game,Budapest Defense: Rubinstein Variation,1,0,Jan-00,https://lichess.org/rDS66lMr,Normal,300+3,0:22:02,1895,5,Low rating,Low rating,300,3,Blitz,87,2,1,4,2,4,3,10,6,0,0,0,0,0,0,2,2,1,0,5,0
26457,1413,13,2020.09.01,A01,Rated Blitz game,Nimzo-Larsen Attack: Modern Variation,0,1,0-1,https://lichess.org/JJSInLys,Normal,300+3,0:22:02,1411,-5,Low rating,Low rating,300,3,Blitz,60,1,2,2,3,1,1,4,6,0,0,0,0,0,0,0,0,0,0,1,0
26463,1615,-11,2020.09.01,A27,Rated Blitz game,"English Opening: King's English Variation, Three Knights System",1,0,Jan-00,https://lichess.org/jQ6TgCpx,Normal,300+3,0:22:02,1588,6,Low rating,Low rating,300,3,Blitz,115,3,3,8,6,6,5,17,14,0,0,0,0,0,0,1,2,1,1,16,0
26502,1704,-5,2020.09.01,A01,Rated Bullet game,Nimzo-Larsen Attack,1,0,Jan-00,https://lichess.org/dR0J9YUD,Time forfeit,60+0,0:22:06,1720,6,Low rating,Low rating,60,0,Bullet,63,2,4,4,4,4,3,10,11,2,0,0,0,0,0,1,1,1,1,11,0
26503,1754,6,2020.09.01,C00,Rated Bullet game,French Defense,0,1,0-1,https://lichess.org/GogTk0jO,Normal,60+0,0:22:06,1734,-5,Low rating,Low rating,60,0,Bullet,42,0,1,6,4,1,6,7,11,0,0,0,0,0,0,0,0,0,0,7,0
26515,1923,-1,2020.09.01,B50,Rated Blitz tournament https://lichess.org/tournament/nLsDCFvz,Sicilian Defense,1,0,Jan-00,https://lichess.org/fQBptaVw,Time forfeit,180+2,0:22:07,2337,1,High rating,High rating,180,2,Blitz,49,1,0,4,2,3,1,8,3,0,0,0,0,0,0,2,1,1,0,4,0
26552,1187,11,2020.09.01,C55,Rated Bullet game,Italian Game: Two Knights Defense,0,1,0-1,https://lichess.org/EFcicCWi,Normal,120+1,0:22:08,1116,-4,Low rating,Low rating,120,1,Bullet,42,2,3,2,5,2,0,6,8,0,0,0,0,0,0,0,0,0,0,7,0
26554,2083,-7,2020.09.01,B15,Rated Blitz game,Caro-Kann Defense: Tartakower Variation,1,0,Jan-00,https://lichess.org/ZvX4VANw,Normal,300+0,0:22:08,2000,11,High rating,High rating,300,0,Blitz,35,0,0,1,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,3,0
26561,2063,5,2020.09.01,C50,Rated Blitz tournament https://lichess.org/tournament/MsOZBta2,Italian Game: Giuoco Pianissimo,0,1,0-1,https://lichess.org/Zc6yuZKA,Normal,180+0,0:22:09,1982,-4,High rating,High rating,180,0,Blitz,50,1,3,0,1,1,2,2,6,0,0,0,0,0,0,0,2,0,1,1,0
